Crop,Disease,Crop_Stage,Symptoms Category,Occurrences,Is_Dominant,Temp_min (Deg. Celcius),Temp_max (Deg. Celcius),Humidity (in %),Rainfall(in mm),Symptoms,Prevention,Treatment
"Pepper,_bell",Bacterial_spot,Maturity,Bacterial spot,245,FALSE,15.02,34.43,67.1,113.41,"Small, water-soaked, greasy-looking circular spots on leaves | Lesions turn brown to black with yellow halos around them | Center of lesions may dry out and fall away leaving ragged shot-holes | Infected leaves turn yellow and drop — severe defoliation in wet weather | Raised, scabby, brown to black lesions on fruit surface | Fruit lesions may crack and allow secondary rot pathogens to enter | Stem lesions — dark brown cankers on young petioles and stems | Heavily infected seedlings show wilting and damping-off symptoms","Use only certified disease-free, treated seed | Treat seeds with hot water at 50°C for 25 minutes before sowing | Plant resistant bell pepper varieties (Aristotle, Revolution, Tidal Wave) | Practice 2–3 year crop rotation with non-solanaceous crops | Avoid overhead irrigation — use drip systems to keep foliage dry | Do not work in fields when foliage is wet — reduces mechanical spread | Remove and destroy infected leaves and stems at first sign of water-soaked spots | Sanitise transplant trays and all equipment with 1% bleach solution",Copper hydroxide (Kocide 3000) at 2 g/L — apply every 5–7 days during wet weather | Copper oxychloride (50 WP) at 3 g/L — broad-spectrum bactericide | Copper + Mancozeb combination (Curzate CM) — better efficacy than copper alone | Kasugamycin (Kasumin 2L) at 1 mL/L — antibiotic against Xanthomonas strains | Streptomycin sulfate (Agri-Mycin 17) at 0.5 g/L — antibiotic spray | Acibenzolar-S-methyl (Actigard 50 WG) at 0.05 g/L — activates plant systemic resistance | Bordeaux mixture (1%) — organic-approved copper spray | Balanced fertiliser (NPK) to maintain plant vigour during recovery
"Pepper,_bell",Bacterial_spot,Seedling,Bacterial spot,241,FALSE,15.14,34.63,67.46,102.06,"Small, water-soaked, greasy-looking circular spots on leaves | Lesions turn brown to black with yellow halos around them | Center of lesions may dry out and fall away leaving ragged shot-holes | Infected leaves turn yellow and drop — severe defoliation in wet weather | Raised, scabby, brown to black lesions on fruit surface | Fruit lesions may crack and allow secondary rot pathogens to enter | Stem lesions — dark brown cankers on young petioles and stems | Heavily infected seedlings show wilting and damping-off symptoms","Use only certified disease-free, treated seed | Treat seeds with hot water at 50°C for 25 minutes before sowing | Plant resistant bell pepper varieties (Aristotle, Revolution, Tidal Wave) | Practice 2–3 year crop rotation with non-solanaceous crops | Avoid overhead irrigation — use drip systems to keep foliage dry | Do not work in fields when foliage is wet — reduces mechanical spread | Remove and destroy infected leaves and stems at first sign of water-soaked spots | Sanitise transplant trays and all equipment with 1% bleach solution",Copper hydroxide (Kocide 3000) at 2 g/L — apply every 5–7 days during wet weather | Copper oxychloride (50 WP) at 3 g/L — broad-spectrum bactericide | Copper + Mancozeb combination (Curzate CM) — better efficacy than copper alone | Kasugamycin (Kasumin 2L) at 1 mL/L — antibiotic against Xanthomonas strains | Streptomycin sulfate (Agri-Mycin 17) at 0.5 g/L — antibiotic spray | Acibenzolar-S-methyl (Actigard 50 WG) at 0.05 g/L — activates plant systemic resistance | Bordeaux mixture (1%) — organic-approved copper spray | Balanced fertiliser (NPK) to maintain plant vigour during recovery
Potato,Early_blight,Maturity,Blight,287,TRUE,15.11,34.37,69.26,117.69,"Circular to angular dark brown to black lesions with concentric rings (target-board appearance) | Lesions surrounded by yellow chlorotic halo on leaf | Lesions first appear on older, lower leaves and progress upward | Lesion centers may dry and fall out in papery texture | Dark brown, sunken, leathery lesions on tuber surface with dry rot underneath | Stem lesions — dark brown, elongated, slightly sunken cankers near soil line | Premature defoliation reducing tuber yield significantly | Black, powdery sporulation visible in concentric rings within lesions under humid conditions",Plant certified disease-free seed tubers | Use early blight-tolerant potato varieties | Practice 3-year crop rotation with non-solanaceous crops | Maintain balanced NPK soil fertility — well-nourished plants resist infection better | Avoid drought stress — water-stressed plants are far more susceptible | Hill up soil around plants to protect tubers and lower stems | Remove and destroy lower infected leaves immediately at first sign of target-board lesions | Avoid late-afternoon irrigation — water in the morning so foliage dries quickly,"Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days from first symptoms | Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, excellent early blight control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin | Difenoconazole (Score 250 EC) at 0.5 mL/L — highly systemic DMI fungicide | Pyraclostrobin (Cabrio EG) at 1.5 g/L — strobilurin with plant health benefits | Iprodione (Rovral 50 WP) at 1.5 g/L — dicarboximide fungicide | Copper oxychloride (50 WP) at 3 g/L — contact option for organic programmes | Foliar NPK + micronutrient spray to support recovery and maintain tuber yield"
Potato,Early_blight,Fruiting,Blight,282,FALSE,15.38,33.06,68.9,114.93,"Circular to angular dark brown to black lesions with concentric rings (target-board appearance) | Lesions surrounded by yellow chlorotic halo on leaf | Lesions first appear on older, lower leaves and progress upward | Lesion centers may dry and fall out in papery texture | Dark brown, sunken, leathery lesions on tuber surface with dry rot underneath | Stem lesions — dark brown, elongated, slightly sunken cankers near soil line | Premature defoliation reducing tuber yield significantly | Black, powdery sporulation visible in concentric rings within lesions under humid conditions",Plant certified disease-free seed tubers | Use early blight-tolerant potato varieties | Practice 3-year crop rotation with non-solanaceous crops | Maintain balanced NPK soil fertility — well-nourished plants resist infection better | Avoid drought stress — water-stressed plants are far more susceptible | Hill up soil around plants to protect tubers and lower stems | Remove and destroy lower infected leaves immediately at first sign of target-board lesions | Avoid late-afternoon irrigation — water in the morning so foliage dries quickly,"Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days from first symptoms | Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, excellent early blight control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin | Difenoconazole (Score 250 EC) at 0.5 mL/L — highly systemic DMI fungicide | Pyraclostrobin (Cabrio EG) at 1.5 g/L — strobilurin with plant health benefits | Iprodione (Rovral 50 WP) at 1.5 g/L — dicarboximide fungicide | Copper oxychloride (50 WP) at 3 g/L — contact option for organic programmes | Foliar NPK + micronutrient spray to support recovery and maintain tuber yield"
Potato,Early_blight,Vegetative,Blight,277,FALSE,15.13,33.93,69.03,108.3,"Circular to angular dark brown to black lesions with concentric rings (target-board appearance) | Lesions surrounded by yellow chlorotic halo on leaf | Lesions first appear on older, lower leaves and progress upward | Lesion centers may dry and fall out in papery texture | Dark brown, sunken, leathery lesions on tuber surface with dry rot underneath | Stem lesions — dark brown, elongated, slightly sunken cankers near soil line | Premature defoliation reducing tuber yield significantly | Black, powdery sporulation visible in concentric rings within lesions under humid conditions",Plant certified disease-free seed tubers | Use early blight-tolerant potato varieties | Practice 3-year crop rotation with non-solanaceous crops | Maintain balanced NPK soil fertility — well-nourished plants resist infection better | Avoid drought stress — water-stressed plants are far more susceptible | Hill up soil around plants to protect tubers and lower stems | Remove and destroy lower infected leaves immediately at first sign of target-board lesions | Avoid late-afternoon irrigation — water in the morning so foliage dries quickly,"Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days from first symptoms | Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, excellent early blight control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin | Difenoconazole (Score 250 EC) at 0.5 mL/L — highly systemic DMI fungicide | Pyraclostrobin (Cabrio EG) at 1.5 g/L — strobilurin with plant health benefits | Iprodione (Rovral 50 WP) at 1.5 g/L — dicarboximide fungicide | Copper oxychloride (50 WP) at 3 g/L — contact option for organic programmes | Foliar NPK + micronutrient spray to support recovery and maintain tuber yield"
Potato,Early_blight,Seedling,Blight,271,FALSE,15.38,34.29,69.3,123.49,"Circular to angular dark brown to black lesions with concentric rings (target-board appearance) | Lesions surrounded by yellow chlorotic halo on leaf | Lesions first appear on older, lower leaves and progress upward | Lesion centers may dry and fall out in papery texture | Dark brown, sunken, leathery lesions on tuber surface with dry rot underneath | Stem lesions — dark brown, elongated, slightly sunken cankers near soil line | Premature defoliation reducing tuber yield significantly | Black, powdery sporulation visible in concentric rings within lesions under humid conditions",Plant certified disease-free seed tubers | Use early blight-tolerant potato varieties | Practice 3-year crop rotation with non-solanaceous crops | Maintain balanced NPK soil fertility — well-nourished plants resist infection better | Avoid drought stress — water-stressed plants are far more susceptible | Hill up soil around plants to protect tubers and lower stems | Remove and destroy lower infected leaves immediately at first sign of target-board lesions | Avoid late-afternoon irrigation — water in the morning so foliage dries quickly,"Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days from first symptoms | Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, excellent early blight control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin | Difenoconazole (Score 250 EC) at 0.5 mL/L — highly systemic DMI fungicide | Pyraclostrobin (Cabrio EG) at 1.5 g/L — strobilurin with plant health benefits | Iprodione (Rovral 50 WP) at 1.5 g/L — dicarboximide fungicide | Copper oxychloride (50 WP) at 3 g/L — contact option for organic programmes | Foliar NPK + micronutrient spray to support recovery and maintain tuber yield"
Potato,Early_blight,Flowering,Blight,247,FALSE,15.32,34.82,69.34,111.1,"Circular to angular dark brown to black lesions with concentric rings (target-board appearance) | Lesions surrounded by yellow chlorotic halo on leaf | Lesions first appear on older, lower leaves and progress upward | Lesion centers may dry and fall out in papery texture | Dark brown, sunken, leathery lesions on tuber surface with dry rot underneath | Stem lesions — dark brown, elongated, slightly sunken cankers near soil line | Premature defoliation reducing tuber yield significantly | Black, powdery sporulation visible in concentric rings within lesions under humid conditions",Plant certified disease-free seed tubers | Use early blight-tolerant potato varieties | Practice 3-year crop rotation with non-solanaceous crops | Maintain balanced NPK soil fertility — well-nourished plants resist infection better | Avoid drought stress — water-stressed plants are far more susceptible | Hill up soil around plants to protect tubers and lower stems | Remove and destroy lower infected leaves immediately at first sign of target-board lesions | Avoid late-afternoon irrigation — water in the morning so foliage dries quickly,"Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days from first symptoms | Chlorothalonil (Bravo 720 SC) at 2 mL/L — contact fungicide, excellent early blight control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — systemic strobilurin | Difenoconazole (Score 250 EC) at 0.5 mL/L — highly systemic DMI fungicide | Pyraclostrobin (Cabrio EG) at 1.5 g/L — strobilurin with plant health benefits | Iprodione (Rovral 50 WP) at 1.5 g/L — dicarboximide fungicide | Copper oxychloride (50 WP) at 3 g/L — contact option for organic programmes | Foliar NPK + micronutrient spray to support recovery and maintain tuber yield"
Potato,Late_blight,Vegetative,Blight,269,TRUE,15.02,34.61,66.86,100.72,Pale green to dark brown water-soaked lesions appearing rapidly on leaf margins and tips | Lesions enlarge quickly; white fluffy sporulation on underside of leaves in humid conditions | Dark brown to black oily-looking patches that spread rapidly across entire leaf | Infected stems show dark brown to black lesions causing stem collapse | Entire field can appear blighted within days under favorable conditions | Infected tubers show brown to reddish-brown granular rot extending into flesh | Foul smell from decaying infected tissue in field and storage | Young plants may show complete collapse (damping-off) in severe early infections,"Plant certified disease-free seed potatoes | Use late blight-resistant potato varieties (Sarpo Mira, Defender, Jacqueline Lee) | Avoid planting near cull piles or volunteer potato and tomato plants | Hill potatoes adequately to protect tubers from sporangia washing into soil | Use drip irrigation — avoid wetting foliage at any time | Destroy haulm (vine) 2–3 weeks before harvest to prevent tuber infection | Remove any plant showing first water-soaked lesions immediately before the disease spreads | Ensure cool, dry, ventilated storage conditions to prevent post-harvest rot","Metalaxyl + Mancozeb (Ridomil Gold MZ 68 WG) at 2.5 g/L — systemic + contact, gold standard | Cymoxanil + Mancozeb (Curzate M8 72 WP) at 2.5 g/L — curative within 2–3 days post-infection | Dimethomorph + Mancozeb (Acrobat MZ WP) at 2 g/L — phenylamide combination | Mandipropamid (Revus 250 SC) at 0.6 mL/L — highly systemic | Fluopicolide + Propamocarb (Infinito SC) at 1.6 mL/L — dual systemic action | Chlorothalonil (Bravo 720) at 2 mL/L — contact protectant in rotation | Copper hydroxide (Kocide 3000) at 2 g/L — organic-approved option | Apply every 5–7 days in wet conditions; strictly rotate modes of action each spray"
Potato,Late_blight,Fruiting,Blight,260,FALSE,15.21,34.39,69.72,119.32,Pale green to dark brown water-soaked lesions appearing rapidly on leaf margins and tips | Lesions enlarge quickly; white fluffy sporulation on underside of leaves in humid conditions | Dark brown to black oily-looking patches that spread rapidly across entire leaf | Infected stems show dark brown to black lesions causing stem collapse | Entire field can appear blighted within days under favorable conditions | Infected tubers show brown to reddish-brown granular rot extending into flesh | Foul smell from decaying infected tissue in field and storage | Young plants may show complete collapse (damping-off) in severe early infections,"Plant certified disease-free seed potatoes | Use late blight-resistant potato varieties (Sarpo Mira, Defender, Jacqueline Lee) | Avoid planting near cull piles or volunteer potato and tomato plants | Hill potatoes adequately to protect tubers from sporangia washing into soil | Use drip irrigation — avoid wetting foliage at any time | Destroy haulm (vine) 2–3 weeks before harvest to prevent tuber infection | Remove any plant showing first water-soaked lesions immediately before the disease spreads | Ensure cool, dry, ventilated storage conditions to prevent post-harvest rot","Metalaxyl + Mancozeb (Ridomil Gold MZ 68 WG) at 2.5 g/L — systemic + contact, gold standard | Cymoxanil + Mancozeb (Curzate M8 72 WP) at 2.5 g/L — curative within 2–3 days post-infection | Dimethomorph + Mancozeb (Acrobat MZ WP) at 2 g/L — phenylamide combination | Mandipropamid (Revus 250 SC) at 0.6 mL/L — highly systemic | Fluopicolide + Propamocarb (Infinito SC) at 1.6 mL/L — dual systemic action | Chlorothalonil (Bravo 720) at 2 mL/L — contact protectant in rotation | Copper hydroxide (Kocide 3000) at 2 g/L — organic-approved option | Apply every 5–7 days in wet conditions; strictly rotate modes of action each spray"
Potato,Late_blight,Maturity,Blight,249,FALSE,15.05,33.21,68.7,103.55,Pale green to dark brown water-soaked lesions appearing rapidly on leaf margins and tips | Lesions enlarge quickly; white fluffy sporulation on underside of leaves in humid conditions | Dark brown to black oily-looking patches that spread rapidly across entire leaf | Infected stems show dark brown to black lesions causing stem collapse | Entire field can appear blighted within days under favorable conditions | Infected tubers show brown to reddish-brown granular rot extending into flesh | Foul smell from decaying infected tissue in field and storage | Young plants may show complete collapse (damping-off) in severe early infections,"Plant certified disease-free seed potatoes | Use late blight-resistant potato varieties (Sarpo Mira, Defender, Jacqueline Lee) | Avoid planting near cull piles or volunteer potato and tomato plants | Hill potatoes adequately to protect tubers from sporangia washing into soil | Use drip irrigation — avoid wetting foliage at any time | Destroy haulm (vine) 2–3 weeks before harvest to prevent tuber infection | Remove any plant showing first water-soaked lesions immediately before the disease spreads | Ensure cool, dry, ventilated storage conditions to prevent post-harvest rot","Metalaxyl + Mancozeb (Ridomil Gold MZ 68 WG) at 2.5 g/L — systemic + contact, gold standard | Cymoxanil + Mancozeb (Curzate M8 72 WP) at 2.5 g/L — curative within 2–3 days post-infection | Dimethomorph + Mancozeb (Acrobat MZ WP) at 2 g/L — phenylamide combination | Mandipropamid (Revus 250 SC) at 0.6 mL/L — highly systemic | Fluopicolide + Propamocarb (Infinito SC) at 1.6 mL/L — dual systemic action | Chlorothalonil (Bravo 720) at 2 mL/L — contact protectant in rotation | Copper hydroxide (Kocide 3000) at 2 g/L — organic-approved option | Apply every 5–7 days in wet conditions; strictly rotate modes of action each spray"
Potato,Late_blight,Seedling,Blight,244,FALSE,15.04,34.59,69.19,114.11,Pale green to dark brown water-soaked lesions appearing rapidly on leaf margins and tips | Lesions enlarge quickly; white fluffy sporulation on underside of leaves in humid conditions | Dark brown to black oily-looking patches that spread rapidly across entire leaf | Infected stems show dark brown to black lesions causing stem collapse | Entire field can appear blighted within days under favorable conditions | Infected tubers show brown to reddish-brown granular rot extending into flesh | Foul smell from decaying infected tissue in field and storage | Young plants may show complete collapse (damping-off) in severe early infections,"Plant certified disease-free seed potatoes | Use late blight-resistant potato varieties (Sarpo Mira, Defender, Jacqueline Lee) | Avoid planting near cull piles or volunteer potato and tomato plants | Hill potatoes adequately to protect tubers from sporangia washing into soil | Use drip irrigation — avoid wetting foliage at any time | Destroy haulm (vine) 2–3 weeks before harvest to prevent tuber infection | Remove any plant showing first water-soaked lesions immediately before the disease spreads | Ensure cool, dry, ventilated storage conditions to prevent post-harvest rot","Metalaxyl + Mancozeb (Ridomil Gold MZ 68 WG) at 2.5 g/L — systemic + contact, gold standard | Cymoxanil + Mancozeb (Curzate M8 72 WP) at 2.5 g/L — curative within 2–3 days post-infection | Dimethomorph + Mancozeb (Acrobat MZ WP) at 2 g/L — phenylamide combination | Mandipropamid (Revus 250 SC) at 0.6 mL/L — highly systemic | Fluopicolide + Propamocarb (Infinito SC) at 1.6 mL/L — dual systemic action | Chlorothalonil (Bravo 720) at 2 mL/L — contact protectant in rotation | Copper hydroxide (Kocide 3000) at 2 g/L — organic-approved option | Apply every 5–7 days in wet conditions; strictly rotate modes of action each spray"
Potato,Late_blight,Flowering,Blight,236,FALSE,15.25,33.49,66.73,97.82,Pale green to dark brown water-soaked lesions appearing rapidly on leaf margins and tips | Lesions enlarge quickly; white fluffy sporulation on underside of leaves in humid conditions | Dark brown to black oily-looking patches that spread rapidly across entire leaf | Infected stems show dark brown to black lesions causing stem collapse | Entire field can appear blighted within days under favorable conditions | Infected tubers show brown to reddish-brown granular rot extending into flesh | Foul smell from decaying infected tissue in field and storage | Young plants may show complete collapse (damping-off) in severe early infections,"Plant certified disease-free seed potatoes | Use late blight-resistant potato varieties (Sarpo Mira, Defender, Jacqueline Lee) | Avoid planting near cull piles or volunteer potato and tomato plants | Hill potatoes adequately to protect tubers from sporangia washing into soil | Use drip irrigation — avoid wetting foliage at any time | Destroy haulm (vine) 2–3 weeks before harvest to prevent tuber infection | Remove any plant showing first water-soaked lesions immediately before the disease spreads | Ensure cool, dry, ventilated storage conditions to prevent post-harvest rot","Metalaxyl + Mancozeb (Ridomil Gold MZ 68 WG) at 2.5 g/L — systemic + contact, gold standard | Cymoxanil + Mancozeb (Curzate M8 72 WP) at 2.5 g/L — curative within 2–3 days post-infection | Dimethomorph + Mancozeb (Acrobat MZ WP) at 2 g/L — phenylamide combination | Mandipropamid (Revus 250 SC) at 0.6 mL/L — highly systemic | Fluopicolide + Propamocarb (Infinito SC) at 1.6 mL/L — dual systemic action | Chlorothalonil (Bravo 720) at 2 mL/L — contact protectant in rotation | Copper hydroxide (Kocide 3000) at 2 g/L — organic-approved option | Apply every 5–7 days in wet conditions; strictly rotate modes of action each spray"
Squash,Powdery_mildew,Seedling,Powdery Mildew,462,TRUE,15.03,34.34,67.92,105.78,"White to gray powdery fungal colonies on upper and lower leaf surfaces | Circular powdery spots that enlarge and merge to cover entire leaf surface | Affected leaves turn yellow, then brown and necrotic | Powdery coating on petioles, stems, and occasionally fruit surface | Young leaves most susceptible — severely infected leaves curl and distort | Premature leaf senescence and defoliation exposing fruit to sunscald | Reduced fruit set and undersized fruit due to loss of photosynthetic leaf area | Black cleistothecia (fruiting bodies) visible on white mycelium in late season","Plant powdery mildew-resistant squash varieties | Maintain adequate plant spacing for good airflow — avoid dense planting | Avoid excessive nitrogen fertilisation which produces lush, susceptible growth | Water at soil level in the morning — never wet the foliage | Orient rows parallel to prevailing winds to improve air movement | Use reflective mulches to reduce disease-favouring microclimate | Remove and dispose of first infected leaves immediately to prevent spore spread | Remove and destroy all infected plant debris at the end of each season","Wettable sulfur (80 WP) at 3 g/L — most cost-effective option; do not apply above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, curative and preventive | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin, excellent preventive activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — highly effective against cucurbit powdery mildew | Potassium bicarbonate (Kaligreen 85 WP) at 5 g/L — organic, kills spores on contact | Neem oil (1–2%) — organic spray that suffocates fungal mycelium | Bupirimate (Nimrod 250 EC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–10 days from first sign; rotate fungicide groups to prevent resistance"
Squash,Powdery_mildew,Fruiting,Powdery Mildew,457,FALSE,15.02,34.17,69.4,116.14,"White to gray powdery fungal colonies on upper and lower leaf surfaces | Circular powdery spots that enlarge and merge to cover entire leaf surface | Affected leaves turn yellow, then brown and necrotic | Powdery coating on petioles, stems, and occasionally fruit surface | Young leaves most susceptible — severely infected leaves curl and distort | Premature leaf senescence and defoliation exposing fruit to sunscald | Reduced fruit set and undersized fruit due to loss of photosynthetic leaf area | Black cleistothecia (fruiting bodies) visible on white mycelium in late season","Plant powdery mildew-resistant squash varieties | Maintain adequate plant spacing for good airflow — avoid dense planting | Avoid excessive nitrogen fertilisation which produces lush, susceptible growth | Water at soil level in the morning — never wet the foliage | Orient rows parallel to prevailing winds to improve air movement | Use reflective mulches to reduce disease-favouring microclimate | Remove and dispose of first infected leaves immediately to prevent spore spread | Remove and destroy all infected plant debris at the end of each season","Wettable sulfur (80 WP) at 3 g/L — most cost-effective option; do not apply above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, curative and preventive | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin, excellent preventive activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — highly effective against cucurbit powdery mildew | Potassium bicarbonate (Kaligreen 85 WP) at 5 g/L — organic, kills spores on contact | Neem oil (1–2%) — organic spray that suffocates fungal mycelium | Bupirimate (Nimrod 250 EC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–10 days from first sign; rotate fungicide groups to prevent resistance"
Squash,Powdery_mildew,Vegetative,Powdery Mildew,450,FALSE,15.06,34.82,69.01,116.61,"White to gray powdery fungal colonies on upper and lower leaf surfaces | Circular powdery spots that enlarge and merge to cover entire leaf surface | Affected leaves turn yellow, then brown and necrotic | Powdery coating on petioles, stems, and occasionally fruit surface | Young leaves most susceptible — severely infected leaves curl and distort | Premature leaf senescence and defoliation exposing fruit to sunscald | Reduced fruit set and undersized fruit due to loss of photosynthetic leaf area | Black cleistothecia (fruiting bodies) visible on white mycelium in late season","Plant powdery mildew-resistant squash varieties | Maintain adequate plant spacing for good airflow — avoid dense planting | Avoid excessive nitrogen fertilisation which produces lush, susceptible growth | Water at soil level in the morning — never wet the foliage | Orient rows parallel to prevailing winds to improve air movement | Use reflective mulches to reduce disease-favouring microclimate | Remove and dispose of first infected leaves immediately to prevent spore spread | Remove and destroy all infected plant debris at the end of each season","Wettable sulfur (80 WP) at 3 g/L — most cost-effective option; do not apply above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, curative and preventive | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin, excellent preventive activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — highly effective against cucurbit powdery mildew | Potassium bicarbonate (Kaligreen 85 WP) at 5 g/L — organic, kills spores on contact | Neem oil (1–2%) — organic spray that suffocates fungal mycelium | Bupirimate (Nimrod 250 EC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–10 days from first sign; rotate fungicide groups to prevent resistance"
Squash,Powdery_mildew,Maturity,Powdery Mildew,446,FALSE,15.04,34.26,69.27,112.35,"White to gray powdery fungal colonies on upper and lower leaf surfaces | Circular powdery spots that enlarge and merge to cover entire leaf surface | Affected leaves turn yellow, then brown and necrotic | Powdery coating on petioles, stems, and occasionally fruit surface | Young leaves most susceptible — severely infected leaves curl and distort | Premature leaf senescence and defoliation exposing fruit to sunscald | Reduced fruit set and undersized fruit due to loss of photosynthetic leaf area | Black cleistothecia (fruiting bodies) visible on white mycelium in late season","Plant powdery mildew-resistant squash varieties | Maintain adequate plant spacing for good airflow — avoid dense planting | Avoid excessive nitrogen fertilisation which produces lush, susceptible growth | Water at soil level in the morning — never wet the foliage | Orient rows parallel to prevailing winds to improve air movement | Use reflective mulches to reduce disease-favouring microclimate | Remove and dispose of first infected leaves immediately to prevent spore spread | Remove and destroy all infected plant debris at the end of each season","Wettable sulfur (80 WP) at 3 g/L — most cost-effective option; do not apply above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, curative and preventive | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin, excellent preventive activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — highly effective against cucurbit powdery mildew | Potassium bicarbonate (Kaligreen 85 WP) at 5 g/L — organic, kills spores on contact | Neem oil (1–2%) — organic spray that suffocates fungal mycelium | Bupirimate (Nimrod 250 EC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–10 days from first sign; rotate fungicide groups to prevent resistance"
Squash,Powdery_mildew,Flowering,Powdery Mildew,443,FALSE,15.04,34.42,69.05,109.77,"White to gray powdery fungal colonies on upper and lower leaf surfaces | Circular powdery spots that enlarge and merge to cover entire leaf surface | Affected leaves turn yellow, then brown and necrotic | Powdery coating on petioles, stems, and occasionally fruit surface | Young leaves most susceptible — severely infected leaves curl and distort | Premature leaf senescence and defoliation exposing fruit to sunscald | Reduced fruit set and undersized fruit due to loss of photosynthetic leaf area | Black cleistothecia (fruiting bodies) visible on white mycelium in late season","Plant powdery mildew-resistant squash varieties | Maintain adequate plant spacing for good airflow — avoid dense planting | Avoid excessive nitrogen fertilisation which produces lush, susceptible growth | Water at soil level in the morning — never wet the foliage | Orient rows parallel to prevailing winds to improve air movement | Use reflective mulches to reduce disease-favouring microclimate | Remove and dispose of first infected leaves immediately to prevent spore spread | Remove and destroy all infected plant debris at the end of each season","Wettable sulfur (80 WP) at 3 g/L — most cost-effective option; do not apply above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, curative and preventive | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin, excellent preventive activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — highly effective against cucurbit powdery mildew | Potassium bicarbonate (Kaligreen 85 WP) at 5 g/L — organic, kills spores on contact | Neem oil (1–2%) — organic spray that suffocates fungal mycelium | Bupirimate (Nimrod 250 EC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–10 days from first sign; rotate fungicide groups to prevent resistance"
Strawberry,Leaf_scorch,Fruiting,Scorch,300,TRUE,15.43,34.4,66.9,105.67,"Irregular, purple to dark brown blotches on upper leaf surface without distinct margins | Lesion centers turn gray to light brown while borders remain dark purple | Entire leaf may turn reddish-brown giving scorched appearance | Lesions coalesce to cover large portions of leaf blade | Infected leaves wither, dry out, and persist on plant giving burned appearance | Small, circular black pycnidia visible in lesion centers | Purplish-brown lesions on petioles, stolons, and calyx of fruit | Severely infected plants show stunting and reduced runner production","Plant only certified disease-free runners from reputable nurseries | Use resistant strawberry varieties where available | Maintain proper plant spacing to promote airflow between plants | Avoid overhead irrigation — use drip irrigation | Remove and destroy infected leaves and debris during the growing season at first sign | Renovate strawberry beds after fruiting — mow foliage and remove all debris | Practice 2–3 year rotation before replanting strawberries in the same bed | Avoid low-lying, poorly drained areas where moisture and humidity accumulate","Captan (50 WP) at 2.5 g/L — apply every 7–10 days throughout the season | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI with post-infection activity | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin effective on leaf scorch | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole | Pyraclostrobin (Cabrio EG) at 1.5 g/L — strobilurin with plant health benefits | Thiram (75 WP) at 2 g/L — contact protectant | Copper hydroxide (Kocide) at 2 g/L — copper-based protectant | Balanced fertiliser (potassium, calcium) to strengthen leaves and support recovery"
